periodicity_score,packet_loss_rate,signature_matches,blacklist_matches,anomaly_score_1,service_type,dst_port_entropy,spatial_correlation,unique_dst_ports,connection_teardown_time,bytes_per_second,packet_count,throughput_ratio,packet_size_max,payload_size_avg,tcp_flags_syn,protocol_icmp,src_port_entropy,failed_connections,packet_size_min,entropy_port_dst,out_of_order_rate,tcp_window_size_avg,ids_score,packet_length_kurtosis,tcp_flags_ack,inter_arrival_time_avg,jitter_analysis,machine_learning_score_1,application_type,Binary_Label,Label
-4.135684062191614,5.236656376674027,-8.807198564147372,-18.71524532531984,-3.053909001156807,-5.390537136094287,0.7241307850376626,2.15372060691106,0.5783879715423158,2.233657864228282,1.1011925974992691,-0.2290967187045507,5.790786748117695,-2.7724152641907462,-1.369035342208848,-2.7200247886945776,-14.155676715415304,2.576154561895779,-4.4181650350342565,6.242294156765049,-7.48032186131211,-1.7969014065767692,2.082920466309095,4.586180296394688,-5.6515062397298745,-5.215742397205711,14.390030709777282,-3.29153811816876,3.264448865155656,4.206695454804618,1,DDoS
-0.4717581569260913,1.1551291212048287,-6.3513621971530485,8.824677743312343,-4.89469877423537,5.27249207915417,-0.403283487176184,-8.953879179998657,-0.4435118791466921,-1.3116974787120323,-0.1911385038268302,5.203114971637034,-3.5325356071260954,2.324196402624092,-4.46713715469587,-1.9894068412296464,-24.290333656900188,-1.3732690118569433,-6.749831133895429,4.4226135148172725,4.300645195058197,0.9486498518002312,8.098640866961562,3.299823933254182,0.5268173955656527,-8.743636551199954,19.88986827120081,0.1595614768864117,8.726425952457086,37.02712535279615,1,DDoS
0.1325077225633024,5.338609714913191,4.269121367996826,3.481180694654609,3.08023749322636,0.5452778621916535,-0.1554645788434518,-2.615234066567848,-5.905108089461322,-0.7947501266194998,-0.3959358617693387,4.394670547352456,-1.0418427328156952,-7.1613529658515205,-4.411550048298573,-4.52115225565797,-6.004468633504569,-5.06842542233758,0.940364739995561,-2.8980942786153987,7.009261658179956,-0.1074142008836616,-8.92271223408089,-0.1939426130865791,4.141154816722175,-3.946988570343776,-14.370009778151728,0.6937980241821973,-3.954202234073103,-2.930955622563112,1,DDoS
0.5741830988820272,4.814598775234748,9.047373492844976,10.219066289280391,6.347559465977931,1.1691677456509146,-0.395413936548354,10.800858899385013,3.887090135069277,4.903978242274664,-0.0722496705744916,-12.752910623395548,-2.046074780981129,3.5340939175603885,-0.9521442804382748,6.020046580967116,-3.4211027063294512,4.841969322153439,-4.514118242595376,1.4308478713329138,-2.8990782182103008,-1.9985712833111864,-3.3068279347204603,-2.68320336361245,-8.794590528795737,-24.179364641522035,-2.1283572352883966,-1.725192412195372,0.3414705039546526,-18.674718729877608,0,BENIGN
-2.4577235881120334,-5.136436774130936,6.234857310925232,7.288215863136815,0.747438960926289,0.9521706555171904,0.2606208629384102,0.2266441418108553,-0.5596948038672408,-4.390051602530368,-0.4298786548478305,-4.85231737390423,-5.7665005837665575,-2.7085367333231205,0.0428187950821368,4.131324388044003,8.99783166982035,-2.696754026789666,-3.000316602747333,2.0729896883586143,-6.0725893730536535,8.460146379437035,14.25673332594859,3.683931201678207,6.106620658939631,14.398253314307867,1.9188234761389744,-7.141810741175203,3.701662321411339,14.28223245954791,0,BENIGN
-2.9838887739012057,-0.3648751731752034,-7.765606418578658,24.34466251402233,7.473892149609083,-3.746920610509608,0.7135753178063586,-0.1020324267751955,-1.082317316247543,-13.82908929052576,0.4221154787504838,-9.405236072841076,-8.39118729552491,-1.7640002483791102,-4.247016676490821,5.682851356416732,9.290144135678478,2.381039103695432,8.222226470572327,-6.649617536694738,6.798111288095364,-8.108187653364535,-17.316756690820203,8.053990702632994,-9.451585438140048,-26.246778895306456,-59.18500639778256,0.553628878343249,-3.8872041940049615,-11.684226318649568,0,BENIGN
-1.940410589107592,-3.8841304120094735,2.6185142155773047,5.500384562747198,2.550889768216892,-0.1483753884325871,-2.1452888705454614,-13.055634075437592,-4.855616743411947,-2.651124783891877,-0.2492511603207343,14.681961488302305,7.189927905041536,-1.348791464518846,-3.370618997553121,-7.470707135818213,-9.869310401265922,-4.085274480873408,-0.3194167153056123,6.548978796380104,-5.893788976466628,-5.64570856142598,-3.884375860677953,-1.5677830623967368,-1.826534621001482,3.4747282334590217,11.46378662828694,0.9787950960657632,-1.119446319911239,-32.020377884094344,1,DDoS
0.8015188420390689,8.625567187715703,6.236291385006339,19.80251364192431,6.445529610401661,4.712135864493819,1.6514920972575386,-2.35334712748404,0.5004626854293779,-1.831723703163739,-0.7388818895189747,-12.10373429605918,1.4010922023963668,-2.0691761189683087,2.880230297724432,-1.8574792363546904,5.896552412440582,5.151697289573574,-0.2937994731213257,2.3019244128849765,-2.937865863544792,3.5718539308947257,22.343429944937643,0.5627098293417521,10.703635223166016,-17.675186637077505,-11.223385517315169,-1.422632934107418,-2.057890794554029,-4.507087749386207,1,DDoS
-2.2904180172532698,11.862941645475672,12.837263291082344,1.5758825332836852,-1.3428200492239315,0.1780014608592892,0.3452919446164217,8.342610306390707,-3.85078591404661,11.479453198249152,0.2009562411177069,-7.025833063007779,1.7217747680349629,0.4387011758390836,5.247539530729726,1.2120747833599523,-8.537811437810324,-0.5220390719109593,-3.871817352823175,-0.1788313300684119,4.208491867891538,9.189997491123703,-10.54827223770728,-2.4284837166514635,-2.1807766309369074,-3.6622007492121065,12.70130661644432,8.767855527591868,-9.18291358771119,-12.231479159200076,1,DDoS
-1.0881616156537284,-1.8279623340268176,1.7055997036260746,-0.6520959140730263,8.07936919097158,10.242713373397963,-2.730379491872343,-0.7589059594190224,-1.7322032174326083,11.022938732091085,-0.9965540836079734,2.3216671113216734,0.0792976284563836,1.615444869991915,-0.4286609501177616,0.0229306448024289,-18.098153906302667,-8.583495697274751,4.361982921337916,8.306805107616025,6.371388714098032,-1.12559178747716,-0.8329320506651195,-9.483798099112184,-0.6315203225637347,-0.8156361732799945,-5.613233757374026,3.1915570213728603,-6.629827401480482,28.38694080352104,0,BENIGN
